key,source,target
ST_gal_Variations/GenericPlanner_ID_gal_downstairs_stealth_1_All_3,Load Fang on the cart and get it out of there. They got it displayed on the main level.,Грузите «Клык» на тележку и вывозите. Он выставлен на первом этаже.
ST_gal_Variations/GenericPlanner_ID_gal_basement_loud_1_All_2,Look around the basement. The statue we need will be in the ‘Vanquished Six’ exhibit.,Осмотритесь в подвале. Нужная статуя — где-то на выставке «Шестеро побежденных».
ST_gal_Variations/GenericPlanner_ID_gal_shot_lightly_1_All_3,"More damage it takes, the less you get paid.","Чем больше его покоцают, тем меньше вам заплатят."
ST_gal_Variations/GenericPlanner_ID_gal_get_in_loud_1_All_3,Move in!,Заходим внутрь!
ST_gal_Variations/GenericPlanner_ID_gal_timer_start_1_All_1,Move! Disable the backup alarms quick!,Быстрее! Вырубайте резервную защиту!
ST_gal_Variations/GenericPlanner_ID_gal_security_reminder_1_All_3,Need to cut the feed from those cameras. Find the security room.,Нужно отключить питание камер. Ищите комнату охраны.
ST_gal_Variations/GenericPlanner_ID_gal_maintenance_1_All_1,Need to deal with the lasers now. Head to the maintenance room.,Теперь нужно разобраться с лазерами. Давайте в зал техобслуживания.
ST_gal_Variations/GenericPlanner_ID_gal_alarm_after_timer_1_All_3,"New plan! Get the statue and get the hell out of there, fast!",Планы меняются! Забираем статую и валим к чертям собачьим!
ST_gal_Variations/GenericPlanner_ID_gal_obstacle_overcome_1_All_7,Nice! Get that statue moving!,Отлично! Толкайте статую!
ST_gal_Variations/GenericPlanner_ID_gal_alarm_early_1_All_1,No!,Нет!
ST_gal_Variations/GenericPlanner_ID_gal_fence_1_All_2,"Not surprised they only caged off this statue. It’s the only real one here, the others are replicas. Well? Cut it out of there!","Они только эту статую обнесли. Неудивительно, ведь остальные — просто копии. Ну чего ждем? Давайте резать!"
ST_gal_Variations/GenericPlanner_ID_gal_cameras_1_All_3,Open the terminal and disable the cameras.,Откройте терминал и выключите камеры.
ST_gal_Variations/GenericPlanner_ID_gal_escape_loud_1_All_2,"Our client’s not gonna be psyched about the bullet holes but, tough. Job’s done.","Клиент вряд ли оценит дырки от пуль, ну да чего уж там. Дело сделано."
ST_gal_Variations/GenericPlanner_ID_gal_firstscreen_upstairs_1_All_2,Our statue Han’s Fang is on display on the top floor. Steer clear of the guards and security systems if you can.,Статуя «Клык Хань» стоит на витрине на верхнем этаже. Осторожнее с охраной и защитными системами.
ST_gal_Variations/GenericPlanner_ID_gal_container_1_All_2,"Pack it up! Let’s go, let’s go!","Пакуем статую! Давай, давай!"
ST_gal_Variations/GenericPlanner_ID_gal_get_in_stealth_1_All_1,Paid a few Graves to bust the AC unit. Guards probably left a few windows open.,"Мы занесли грейвам, и они сломали блок кондеев. Охрана, скорее всего, пооткрывает окна."
ST_gal_Variations/GenericPlanner_ID_gal_obstacle_overcome_1_All_5,Path is clear!,Путь свободен!
ST_gal_Variations/GenericPlanner_ID_gal_alarm_before_timer_1_All_1,Plan B! Find the statue now and get it out ASAP.,План Б! Ищем статую и вытаскиваем ее. Ходу!
ST_gal_Variations/GenericPlanner_ID_gal_elevator_start_loud_1_All_3,Press the button up.,Нажми кнопку вверх.
ST_gal_Variations/GenericPlanner_ID_gal_wait_1_All_2,Protect the statue and don’t get too far from the container. Helicopter is coming to get ya out of there.,Защищайте статую и не отходите далеко от контейнера. Скоро вертолет вас всех заберет.
ST_gal_Variations/GenericPlanner_ID_gal_elevator_loud_1_All_3,Push Han’s Fang onto the dolly and roll it over to the lift!,Затолкайте «Клык Хань» на тележку и катите к лифту!
ST_gal_Variations/GenericPlanner_ID_gal_trolley_loud_1_All_3,Push it to the dolly.,Толкайте ее на тележку.
ST_gal_Variations/GenericPlanner_ID_gal_outside_loud_1_All_1,Push the statue to the container out front of the contruction site next door! Chopper will attach and carry you and it out of there!,Нужно затолкать статую в контейнер у стройплощадки по соседству! Вертолет прилетит и заберет вас вместе с ней!
ST_gal_Variations/GenericPlanner_ID_gal_fire_reminder_1_All_1,Put out the goddamn fire!,"Затушите пламя, чёрт вас дери!"
ST_gal_Variations/GenericPlanner_ID_gal_barrier_1_All_3,Raise the arm and keep it moving!,Поднимайте шлагбаум и давайте ходу!
ST_gal_Variations/GenericPlanner_ID_gal_keycard_reminder_1_All_2,"Remember, the chief guard has the keycard. You need it to get in the control room.","Напоминаю: ключ-карта у главы охраны. Карта нужна, чтобы попасть в диспетчерскую."
ST_gal_Variations/GenericPlanner_ID_gal_override_lift_reminder_1_All_3,Remember; you can get the lift going from the main terminal!,"Напоминаю, лифт можно запустить через главный терминал!"
ST_gal_Variations/GenericPlanner_ID_gal_security_1_All_3,Right on. That’ll get you through the security room door. Make sure to shut down the cams less you want the statue full of bullet holes.,"Супер. Теперь вы сможете попасть в комнату охраны. Не забудьте выключить камеры, а то нам всю статую изрешетят."
ST_gal_Variations/GenericPlanner_ID_gal_security_loud_1_All_3,Run for the security room! Card will get you in.,Бегите в комнату охраны! Вход по ключ-карте.
ST_gal_Variations/GenericPlanner_ID_gal_timer_start_1_All_2,Run to the secondary alarm boxes and shut them off!,Бегите к резервным блокам сигнализации и отключайте их!
ST_gal_Variations/GenericPlanner_ID_gal_keycard_loud_reminder_1_All_2,Security chief will have the access card on him. Find him!,У главы службы безопасности должен быть ключ доступа. Отыщите его!
ST_gal_Variations/GenericPlanner_ID_gal_elevator_loud_1_All_2,Set the dragon on some wheels and push it to the lift!,Погрузите дракона на колеса и толкайте к лифту!
ST_gal_Variations/GenericPlanner_ID_gal_override_lift_1_All_1,Shit! Alarm’s got the elevator locked up! Only way to get it moving again is with an override.,Чёрт! Из-за тревоги лифт заблокирован! Придется как-то снять блокировку.
ST_gal_Variations/GenericPlanner_ID_gal_shot_heavily_1_All_4,"Shoot them, spare the statue! Shoot THEM! Spare the statue! Got it?","В них стреляйте, а в статую — нет! В НИХ стреляйте! В статую — НЕТ! Как слышно?"
ST_gal_Variations/GenericPlanner_ID_gal_upstairs_loud_1_All_1,"Statue is on the top floor, find it!","Статуя где-то наверху, ищите живо!"
ST_gal_Variations/GenericPlanner_ID_gal_basement_stealth_1_All_3,Statue we want is center piece in the dragon exhibit. You’ll find it in the basement. Only way to get it out onto the street is with the elevator.,"Нужная нам статуя — главный экспонат «драконьей» выставки. Она где-то в подвале. А чтобы вытащить ее на улицу, придется сначала поднять на лифте."
ST_gal_Variations/GenericPlanner_ID_gal_upstairs_stealth_1_All_2,"Statue we want is on the top floor. Gotta load it on a trolley, push it on the stair lift, send it down, back on the trolley, and roll it out of here. Easy as that.","Нужная нам статуя на верхнем этаже. Ее надо погрузить на тележку, потом на лестничный подъемник, спустить вниз, потом снова на тележку — и выкатить наружу. Собственно, всё."
ST_gal_Variations/GenericPlanner_ID_gal_shot_lightly_1_All_1,Statue’s getting hit. Cover it.,По статуе попали. Защищайте ее.
ST_gal_Variations/GenericPlanner_ID_gal_downstairs_stealth_1_All_1,Statue’s on the ground floor. Load it on the dolly and push it out of there.,Статуя на первом этаже. Загружаем ее на тележку и выталкиваем отсюда.
ST_gal_Variations/GenericPlanner_ID_gal_statue_reminder_loud_1_All_3,Stay on the move! Find the statue!,Не тормозим! Ищите статую!
ST_gal_Variations/GenericPlanner_ID_gal_get_in_reminder_1_All_3,Still looking for an open window? Be quick about it.,Никак не найти открытое окно? Давайте побыстрее.
ST_gal_Variations/GenericPlanner_ID_gal_shot_stealth_1_All_2,Stop that!,Остановите их!
ST_gal_Variations/GenericPlanner_ID_gal_fire_1_All_2,"Stop, stop! Put that fire out! You’ll damage it!","Стоп, тихо! Огонь затушите! Вы ее повредите!"
ST_gal_Variations/GenericPlanner_ID_gal_firstscreen_downstairs_1_All_1,"Take it slow. We got guards, cameras, and lasers. Han’s Fang is being kept on the ground floor.","Главное, не торопитесь. У нас тут охрана, камеры и лазеры. «Клык Хань» хранится на первом этаже."
ST_gal_Variations/GenericPlanner_ID_gal_firstscreen_upstairs_1_All_1,"Target’s on display upstairs. Shouldn’t take you long to see it, but keep an eye out for the guards, cameras and lasers.","Объект хранится на витрине наверху. Найти его должно быть нетрудно, но берегитесь камер, лазеров и охраны."
ST_gal_Variations/GenericPlanner_ID_gal_override_door_reminder_1_All_3,"That door is magnetized, you’re not getting through unless you override the lockdown!","Дверь на магнитах. Чтобы оттуда выбраться, нужно снять блокировку!"
ST_gal_Variations/GenericPlanner_ID_gal_security_loud_1_All_2,That’ll get you access to the security room. Go!,Теперь вы можете попасть в комнату охраны. Быстрее!
ST_gal_Variations/GenericPlanner_ID_gal_statue_early_1_All_1,That’s Han’s Fang there. Don’t have to go looking for it now.,Это же «Клык Хань». Теперь не придется его искать.
ST_gal_Variations/GenericPlanner_ID_gal_obstacle_overcome_1_All_3,That’s it!,Вот так!
ST_gal_Variations/GenericPlanner_ID_gal_container_1_All_1,That’s it! Get it in there!,Давайте! Заталкивайте внутрь!
ST_gal_Variations/GenericPlanner_ID_gal_fence_completed_1_All_1,"That’s it, you’re through!","Готово, пробились!"
ST_gal_Variations/GenericPlanner_ID_gal_security_loud_1_All_1,That’s the key to the security room. Make your way there.,Ключ от комнаты охраны. Давайте туда быстрее.
ST_gal_Variations/GenericPlanner_ID_gal_shot_lightly_1_All_2,The Dragon’s taking some damage. Protect it.,Дракона подстрелили. Защищайте его.
ST_gal_Variations/GenericPlanner_ID_gal_shot_lightly_1_All_5,The Fang is taking damage!,Клык под обстрелом!
ST_gal_Variations/GenericPlanner_ID_gal_upstairs_stealth_1_All_1,The Fang’ll be on the upper floor. Need to use the stair lift to get it back to the ground level.,«Клык» будет на верхнем этаже. Опускать его вниз придется на лестничном подъемнике.
ST_gal_Variations/GenericPlanner_ID_gal_alarm_failed_timer_1_All_3,The fail safe set off the alarm! Cops’ll be on their way!,Резервная сигналка сработала! Скоро приедут копы!
ST_gal_Variations/GenericPlanner_ID_gal_alarm_early_1_All_2,The fuck?,Какого хера?
ST_gal_Variations/GenericPlanner_ID_gal_shot_toomuch_1_All_1,The fuckin’ statue is in pieces!,"Всё, статуя просто в говно!"
ST_gal_Variations/GenericPlanner_ID_gal_override_lift_reminder_1_All_1,The lift is the only way you’re getting Han’s Fang out of the basement. Override the lockdown!,"Чтобы вытащить «Клык Хань» из подвала, без лифта не обойтись. Снимайте блокировку!"
ST_gal_Variations/GenericPlanner_ID_gal_stuck_reminder_1_All_3,"The lift! You need to get the lift moving, c’mon!","Подъемник! Почините уже подъемник, блин!"
ST_gal_Variations/GenericPlanner_ID_gal_stuck_reminder_1_All_1,The lift’s still stuck!,Подъемник так и стоит в застрявшем виде!
ST_gal_Variations/GenericPlanner_ID_gal_stuck_1_All_2,The platform is jammed! Get it moving again!,Платформу заклинило! Перезапустите ее!
ST_gal_Variations/GenericPlanner_ID_gal_barrier_1_All_2,The rail is blocking the route. Crank it and get it up!,Шлагбаум блокирует проезд. Давайте-ка его поднимем!
ST_gal_Variations/GenericPlanner_ID_gal_override_lift_1_All_2,The system is locking the lift in place. You gotta get to a terminal and disable it!,Лифт заблокирован на уровне системы. Нужно добраться до терминала и снять блокировку!
ST_gal_Variations/GenericPlanner_ID_gal_outside_loud_1_All_3,There’s a container at the construction site next door. Load yourself and the statue inside and a helicopter will come and pick you up!,У стройплощадки по соседству стоит контейнер. Затолкайте туда статую и сами загружайтесь. Вертолет вас заберет!
ST_gal_Variations/GenericPlanner_ID_gal_basement_loud_1_All_3,There’s a dragon statue exhibit in the basement. Han’s Fang will be the center piece. Head down and get eyes on it.,"В подвале у них выставка статуй драконов. «Клык Хань» — самый главный экспонат. Давайте вниз, нужно его отыскать."
ST_gal_Variations/GenericPlanner_ID_gal_statue_early_1_All_2,There’s the statue! That’s Han’s Fang!,А вот и статуя! Тот самый «Клык Хань»!
ST_gal_Variations/GenericPlanner_ID_gal_upstairs_loud_1_All_2,"They got Han’s Fang displayed on the upper level, get there!",«Клык Хань» выставлен наверху. Давайте туда!
ST_gal_Variations/GenericPlanner_ID_gal_shot_lightly_1_All_6,They’re hitting the statue!,Они стреляют по статуе!
ST_gal_Variations/GenericPlanner_ID_gal_downstairs_loud_1_All_3,They’ve got the statue we’re looking for on display on the ground floor. Look around.,Нужная нам статуя выставлена на первом этаже. Осмотритесь как следует.
ST_gal_Variations/GenericPlanner_ID_gal_timer_start_1_All_3,Time to move! Cut the backup alarm on the other switches!,Давайте-ка ходу! Нужно вырубить резервную сигнализацию на других коммутаторах!
ST_gal_Variations/GenericPlanner_ID_gal_alarm_after_timer_1_All_1,Tough luck. Better get moving!,"Не повезло. Ладно, давайте ходу!"
ST_gal_Variations/GenericPlanner_ID_gal_blackscreen_1_All_1,Triad boss wants a statue from the Gallery called ‘Han’s Fang’. Says it belongs to him.,"Босс триады хочет заполучить статую «Клык Хань», якобы она принадлежит ему."
ST_gal_Variations/GenericPlanner_ID_gal_shot_lightly_1_All_4,Try to keep the thing in one piece please!,"Постарайтесь, пожалуйста, со статуей поаккуратнее!"
ST_gal_Variations/GenericPlanner_ID_gal_get_in_stealth_1_All_2,Use a cracked open window and drop a line.,Натяните зиплайн через приоткрытое окно.
ST_gal_Variations/GenericPlanner_ID_gal_platform_loud_1_All_1,Use the stair lift to take it down.,Спускайте ее на лестничном подъемнике.
ST_gal_Variations/GenericPlanner_ID_gal_outside_loud_1_All_2,"Van had to take off, so you’re gonna push it outside into a shipping container at the construction site next door. Chopper will come and pick you up!","Фургону пришлось уехать, так что статую мы затолкаем в транспортный контейнер у стройплощадки по соседству. Потом вертолет вас всех оттуда заберет!"
ST_gal_Variations/GenericPlanner_ID_gal_outside_stealth_1_All_1,"Van is parked just outside, keep it going.",Фургон припаркован снаружи. Двигаемся.
ST_gal_Variations/GenericPlanner_ID_gal_outside_stealth_1_All_2,Van’s ready for the pickup.,Фургон готов забрать груз.
ST_gal_Variations/GenericPlanner_ID_gal_timer_1_All_1,"Wait! The security system has an emergency lockdown timer. Once you shut it down, you’ll have a brief window to disable the failsafe.","Стоп! У охранной системы есть таймер аварийной блокировки. После отключения у вас будет совсем немного времени, чтобы отрубить резервную защиту."
ST_gal_Variations/GenericPlanner_ID_gal_firstscreen_downstairs_1_All_2,"Watch for guards and cameras. There is also a laser detection system so, mind your step. Statue will be on the ground level.","Берегитесь камер и охраны. Там еще стоит система лазерных детекторов, так что смотрите под ноги. Статуя хранится на первом этаже."
ST_gal_Variations/GenericPlanner_ID_gal_security_1_All_2,Way to keep it quiet. Get to the control room and disable the cameras.,"Молодцы, что не стали шуметь. Давайте теперь в диспетчерскую. Нужно вырубить камеры."
ST_gal_Variations/GenericPlanner_ID_gal_timer_success_1_All_2,Way to move. The entire security system is down.,Молодцы. Система защиты полностью обесточена.
ST_gal_Variations/GenericPlanner_ID_gal_push_stealth_1_All_3,We’re at a good pace.,Держим хороший темп.
ST_gal_Variations/GenericPlanner_ID_gal_shot_stealth_1_All_1,What the fuck are you doing?,Какого хера вы творите?
ST_gal_Variations/GenericPlanner_ID_gal_alarm_outside_1_All_2,What the- why?,Какого... Но зачем?
ST_gal_Variations/GenericPlanner_ID_gal_stuck_reminder_1_All_2,What’s going on with the lift? You get it running again?,Чего там с подъемником? Вы его перезапускаете?
ST_gal_Variations/GenericPlanner_ID_gal_statue_reminder_stealth_1_All_3,What’s the status on the statue? Are we moving?,Что там по статуе? Дело движется?
ST_gal_Variations/GenericPlanner_ID_gal_escape_loud_1_All_3,When are we gonna have a job that stays quiet and everything goes to plan? Least we got the statue.,"А можно хоть раз действовать тихо и строго по плану? Ну, хоть статую забрали."
ST_gal_Variations/GenericPlanner_ID_gal_timer_1_All_2,When you flip the switch – you’ll need to get to the other panels in the gallery and disable them too. Alarm’s on a timer so be ready to hoof it.,"Как только дернете рубильник, нужно будет добраться до остальных панелей в галерее и их тоже отключить. Резервная защита работает по таймеру, так что действовать нужно быстро."
ST_gal_Variations/GenericPlanner_ID_gal_get_in_reminder_1_All_1,"When you’re done scoping it out, set up the rappel and get in there.","Как закончите с разведкой, натягиваем веревку и заходим."
ST_gal_Variations/GenericPlanner_ID_gal_fence_reminder_1_All_1,Why is that cage not open yet?,Почему клетку не открыли до сих пор?
ST_gal_Variations/GenericPlanner_ID_gal_keycard_loud_1_All_3,Won’t get into the security office without a keycard. Find the night supervisor and grab the access key from him.,Без ключ-карты в комнату охраны не попасть. Найдите ночного смотрителя и заберите у него ключ доступа.
ST_gal_Variations/GenericPlanner_ID_gal_alarm_early_1_All_3,Yo! What are you doing?,Эй! Вы чего делаете?
ST_gal_Variations/GenericPlanner_ID_gal_shot_stealth_1_All_3,"Yo, yo yo yo! Are you fucked in the head?","Эй, эй, эй! Вы там совсем ебанулись?"
ST_gal_Variations/GenericPlanner_ID_gal_wait_1_All_3,You alright? The Fang still intact? Got a bird coming to pick you and the statue up.,Вы там как? Статуя в порядке? Скоро птичка вас всех вместе заберет.
ST_gal_Variations/GenericPlanner_ID_gal_platform_loud_1_All_3,You can use the stair lift to get it back down to ground level.,Опустить вниз можно на лестничном подъемнике.
ST_gal_Variations/GenericPlanner_ID_gal_obstacle_overcome_1_All_2,You did it!,Получилось!
ST_gal_Variations/GenericPlanner_ID_gal_timer_success_1_All_3,You did it. Got my palms all sweaty on that one.,Отлично. У меня аж ладошки вспотели.
ST_gal_Variations/GenericPlanner_ID_gal_keycard_reminder_1_All_1,You find the supervisor yet?,Нашли уже смотрителя?
ST_gal_Variations/GenericPlanner_ID_gal_fence_reminder_1_All_2,You finished with that cage?,Вы с клеткой закончили?
ST_gal_Variations/GenericPlanner_ID_gal_escape_stealth_1_All_3,"You followed the plan to the letter! Right on, man, right-fuckin'-on.","Люблю, когда всё идет по плану! Просто охуенчик."
ST_gal_Variations/GenericPlanner_ID_gal_statue_reminder_stealth_1_All_2,You get that statue moving yet?,"Вы как, уже везете статую?"
ST_gal_Variations/GenericPlanner_ID_gal_maintenance_reminder_1_All_2,You get to the maintenance room yet?,Вы уже добрались до зала техобслуживания?
ST_gal_Variations/GenericPlanner_ID_gal_alarm_before_timer_1_All_2,You got made! Need to move quick!,Палево! Теперь действуем быстро!
ST_gal_Variations/GenericPlanner_ID_gal_barrier_1_All_1,You guys have your parking pass? The toll arm is blocking the way!,У вас сохранился парковочный талон? Шлагбаум не дает проехать!
ST_gal_Variations/GenericPlanner_ID_gal_security_loud_reminder_1_All_2,"You guys know what a security room looks like at this point, get to it!","Вы уже в курсе, как выглядит комната охраны. Давайте туда!"
ST_gal_Variations/GenericPlanner_ID_gal_trolley_loud_1_All_1,You have to get it on a dolly to move it. Weighs a ton.,Грузите статую на тележку. Она весит тонну с гаком.
ST_gal_Variations/GenericPlanner_ID_gal_escape_stealth_1_All_1,You killed that! Client’s gonna be very happy.,Красавчики! Клиент будет в восторге.
ST_gal_Variations/GenericPlanner_ID_gal_alarm_early_1_All_4,You know how much work I put into setting this up?,"Ты вообще понимаешь, сколько сил я вложил, чтобы всё это устроить?"
ST_gal_Variations/GenericPlanner_ID_gal_alarm_early_2_All_1,You know how much work I put into setting this up?,"Ты вообще понимаешь, сколько сил я вложил, чтобы всё это устроить?"
ST_gal_Variations/GenericPlanner_ID_gal_push_loud_1_All_3,You need to move the statue out of the building and on to the street! Too much heat for the van so I’ll get you out another way.,"Нужно вывезти статую из здания на улицу! Фургон нам не поможет, так что уходим по-другому."
ST_gal_Variations/GenericPlanner_ID_gal_shot_toomuch_1_All_2,You using the statue as a goddamn shield? The thing’s almost worthless!,"Вы статуей прикрываетесь, что ли? Ее уже совсем раздолбали!"
ST_gal_Variations/GenericPlanner_ID_gal_override_door_reminder_1_All_1,You want to get out on the street? Then find a terminal and disable the lockdown!,"Чтобы выбраться наружу, нужно отыскать терминал и снять блокировку!"
ST_gal_Variations/GenericPlanner_ID_gal_shot_heavily_1_All_2,You want to make money from this job or not? Cover the statue!,Вам деньги нужны за работу или нет? Защищайте статую!
ST_gal_Variations/GenericPlanner_ID_gal_maintenance_1_All_2,You’ll trip the lasers getting the statue out of here. Get to the maintenance room and disable them.,"Когда будете выносить статую, вас засекут лазерные датчики. Нужно их отключить в зале техобслуживания."
ST_gal_Variations/GenericPlanner_ID_gal_override_door_reminder_1_All_2,You’re fish in a barrel in there! Get that door open and get the fuck out!,Вы там как на ладони! Открывайте дверь и выметайтесь уже!
ST_gal_Variations/GenericPlanner_ID_gal_keycard_loud_1_All_1,You’re gonna have to find the head guard if you want to get in the security room. He’s the only one with access.,"Чтобы попасть в комнату охраны, вам нужен глава службы безопасности. Доступ только у него."
ST_gal_Variations/GenericPlanner_ID_gal_keycard_1_All_3,"You’re gonna need to get in the control room first. Get the keycard from the security manager, he ought to be hanging around somewhere.",Сперва вам нужно попасть в диспетчерскую. Заберите ключ-карту у главы службы охраны. Он где-то там должен ошиваться.
ST_gal_Variations/GenericPlanner_ID_gal_obstacle_overcome_1_All_8,You’re good to go!,"Есть, путь свободен!"
ST_gal_Variations/GenericPlanner_ID_gal_obstacle_overcome_1_All_4,You’re good to move!,Можно идти!
ST_gal_Variations/GenericPlanner_ID_gal_cameras_1_All_1,You’re in. Cut the cams.,Вы на месте. Отрубайте камеры.
ST_gal_Variations/GenericPlanner_ID_gal_push_reminder_1_All_3,You’re not going anywhere without that statue! Keep it moving!,Без статуи мы не уходим! Толкайте ее!
ST_gal_Variations/GenericPlanner_ID_gal_alarm_failed_timer_1_All_1,You’re out of time! Alarm’s been raised!,Время вышло! Поднялась тревога!
ST_gal_Variations/GenericPlanner_ID_gal_security_loud_reminder_1_All_3,You’re still looking for the security room? Hurry up!,Так и не нашли комнату охраны? Давайте поживее!
ST_gal_Variations/GenericPlanner_ID_gal_shot_heavily_1_All_5,"You’re supposed to cover the statue, not use it as cover!","Вы должны прикрывать статую, а не укрываться за ней!"
ST_gal_Variations/GenericPlanner_ID_gal_security_reminder_1_All_1,You’re under the radar now but won’t be for long with those cameras still up.,"Пока что вас не заметили, но пока не выключены камеры, вы под угрозой."
ST_gal_Variations/GenericPlanner_ID_gal_blackscreen_3_All_2,"“Emporer Qin cast the statue, Han’s Fang, to shame my ancestors and the great state of Han. Its very existence is an offense. You will take it, so I can destroy it.”","«Император Цинь отлил эту статую, ""Клык Хань"", чтобы опозорить моих предков и великое государство Хань. Само ее существование — оскорбление моего рода, и я собираюсь ее уничтожить»."
ST_gal_Variations/GenericPlanner_ID_gal_blackscreen_3_All_1,"“This task you have been assigned is of great importance. Han’s Fang is a mockery to my lineage and my position as ‘Dragon Head’ of the Sun On Yee…”  yada, yada, yada.","«Это крайне важное задание. ""Клык Хань"" — насмешка над моей династией и моим титулом ""Головы дракона"" Сунь Онь Йи...» бла-бла-бла."
ST_generic_Missions/meta_generic_attackturffinal_description,"A final assault on our rival's territory, and a chance to boot the gang from the city once and for all!",Последняя атака на территорию нашего конкурента и шанс выкинуть его банду из города раз и навсегда!
ST_generic_Missions/meta_generic_ami-police_description1,"After your latest escapade, the police have chased you down before you could get to safety. 
Defend yourself before the rescue arrives!","Не успели вы добраться до безопасного места после нового задания, как за вами погналась полиция.
Продержитесь, пока не прибудет подкрепление!"
ST_generic_Missions/meta_generic_ami_title,Ambush,Засада
ST_generic_Missions/meta_generic_attackturf_title,Attack Territory,Нападите на территорию
ST_generic_Missions/meta_generic_attackturffinal_title,Attack Territory,Нападите на территорию
ST_generic_Missions/meta_generic_neutralturf_title,Claim Territory,Захватить территорию
ST_generic_Missions/meta_generic_attackturf_description,Clash with your rival's forces over the ownership of the turf – win it for yourself or die trying.,Сразиться с силами конкурента за владение территорией — забрать себе или бесславно умереть.
ST_generic_Missions/meta_generic_defendturf_title,Defend Territory,Защитить территорию
ST_generic_Missions/meta_generic_esc_title,Escape,Скрыться
ST_generic_Missions/meta_generic_ami-gang_title,Gangster Ambush,Засада бандитов
ST_generic_Missions/meta_generic_ami-police_title,Police Ambush,Полицейская засада
ST_generic_Missions/meta_generic_defendturf_description,Repel enemy attack on your territory and uphold your dominion.,Отразить атаку врага на вашу территорию и укрепить господство.
ST_generic_Missions/meta_generic_neutralturf_description,Send your hoodlums to claim the territory before your enemies do.,"Отправить своих отморозков на захват территории, пока этого не сделали враги."
ST_generic_Missions/meta_generic_ami-police_description3,"The Sheriff acted fast this time around, and deployed all available troops in the vicinity of the crime scene, stopping you in your tracks.
Defend yourself before the rescue arrives!","На этот раз шериф действовал быстро и стянул все силы к месту преступления, что помешало вам провернуть дело как следует.
Продержитесь, пока не прибудет подкрепление!"
ST_generic_Missions/meta_generic_ami-police_description2,"This time, the police was right on your tail, and caused your van to crash. 
Defend yourself before the rescue arrives!","На этот раз полиция была у вас на хвосте. Из-за этого вы попали в аварию.
Продержитесь, пока не прибудет подкрепление!"
ST_generic_Missions/meta_generic_ami_description,You have been waylaid by enemies and must defend yourself!,Вас подстерегли враги! Защищайтесь!
ST_generic_Missions/meta_generic_ami-gang_description3,"You're not out of the woods yet, and your rivals have set their eyes on your acquired riches.
Defend yourself before the rescue arrives!","Вы не добрались до безопасного места, а соперники уже нацелились на вашу добычу.
Продержитесь, пока не прибудет подкрепление!"
ST_generic_Missions/meta_generic_ami-gang_description2,"You've driven your van right into a trap set by your rivals.
Defend yourself before the rescue arrives!","Вы завели фургон в ловушку, устроенную соперниками.
Продержитесь, пока не прибудет подкрепление!"
ST_generic_Missions/meta_generic_ami-gang_description1,"Your rivals had it in for you this time around, and sprung a trap before you could get to safety.
Defend yourself before the rescue arrives!","Ваши соперники сумели отомстить: вы попались в ловушку, прежде чем смогли добраться до безопасного места.
Продержитесь, пока не прибудет подкрепление!"
ST_ghr_Interactives/action_ghr_morphine_boss,Give morphine to the boss,Отнесите морфий боссу.
ST_ghr_Objectives/obj_ghr_6a_hook,Attach the hook,Прикрепите крюк.
ST_ghr_Objectives/obj_ghr_8a_escape,Escape,Скрыться
ST_ghr_Objectives/obj_ghr_7a_find_boat,Find a boat,Найдите лодку.
ST_ghr_Objectives/obj_ghr_2a_find_doc,Find the doc,Найдите документ.
ST_ghr_Objectives/obj_ghr_2b_lodge_boxes,Get all of the boxes to the lodge,Доставить все контейнеры в охотничий домик
ST_ghr_Objectives/obj_ghr_2b_lodge,Get the boss to the hunting lodge,Доставить босса в охотничий домик
ST_ghr_Objectives/obj_ghr_6b_escape,Get the boss to the escape,Помогите боссу сбежать.
ST_ghr_Objectives/obj_ghr_3a_morphine,Get the morphine,Добудьте морфий.
ST_ghr_Objectives/obj_ghr_4a_morphine_boss,Give morphine to the boss,Отнесите морфий боссу.
ST_ghr_Objectives/obj_ghr_5a_guard_boss,Guard the boss,Охраняйте босса.
ST_ghr_Objectives/obj_ghr_5b_hold,Hold the house,Обороняйте дом.
ST_ghr_Objectives/obj_ghr_1_jump,Jump,Прыжок
ST_ghr_Objectives/obj_ghr_3b_liver,Place the liver in the fireplace,Поместить печень в камин
ST_ghr_Objectives/obj_ghr_4b_regroup,Regroup in the lodge,Перегруппируйтесь внутри дома.
ST_ghr_Variations/StoryCharacter2D_ID_ghr_intro2_1_All_1, Welcome home – The Dragon sends his regards. Time to get down., 
ST_ghr_Variations/StoryCharacter2D_ID_ghr_intro5_1_All_1,1000 feet!,1000 feet!
ST_ghr_Variations/StoryCharacter2D_ID_ghr_plane4_1_All_1,300!,300...
ST_ghr_Variations/StoryCharacter2D_ID_ghr_plane3_1_All_1,400! Oh shit…Get out!,400! Oh shit…Get out!
ST_ghr_Variations/StoryCharacter2D_ID_ghr_intro6_2_All_1,700! I got this!,Есть.
ST_ghr_Variations/GenericPlanner_ID_ghr_mg_prep_2_All_1,A fucking nest?,Чтоб его...
ST_ghr_Variations/GenericPlanner_ID_ghr_found_liver_2_All_1,ACE! We got it boss!,Ясно!
ST_ghr_Variations/GenericPlanner_ID_ghr_tanks2_1_All_1,AH! What!?! The fucking tanks?!,Ух... да какого чёрта...
